ticker,LatestQuarter,AssetType,Name,CIK,Exchange,Currency,Country,Sector,Industry,FiscalYearEnd,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,Block
HWC,2022-03-31,Common Stock,Hancock Whitney Corp,750577.0,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,December,4275266000.0,,9.15,,39.91,1.08,0.0218,5.41,15.89,0.348,0.472,0.0134,0.14,1379406000.0,1371463000.0,5.41,0.159,0.024,63.06,9.15,9.0,3.099,1.178,-,-,1.432,59.21,38.23,49.03,50.07,86369000.0,2022-06-15,2022-06-03,
SMTI,2022-03-31,Common Stock,Sanara Medtech Inc,714256.0,NASDAQ,USD,USA,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",December,169853000.0,-1025122.0,,,3.717,0.0,0.0,-1.3090000000000002,3.574,-0.366,-0.32,-0.148,-0.311,26945700.0,21832700.0,-1.3090000000000002,0.0,0.5589999999999999,40.0,-,-,6.3,5.99,6.14,-,2.249,43.89,17.41,24.84,28.31,7978100.0,2019-05-10,,
TWCB,2022-03-31,Common Stock,Bilander Acquisition Corp,1845618.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,380425000.0,,,,6.9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,1.382,-,-,,9.83,9.59,9.69,9.71,16851600.0,,,
CZOO,2021-12-31,Common Stock,Cazoo Group Ltd,1859639.0,NYSE,USD,USA,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,December,974532000.0,,,,0.944,0.0,0.0,-1.016,1.0,-0.8140000000000001,-0.424,-0.21,-1.044,667814000.0,25000000.0,-1.016,0.0,5.21,400.63,-,-,1.459,1.236,1.609,-,,10.13,1.055,2.011,5.4,761353000.0,,,
SAM,2022-03-31,Common Stock,Boston Beer Company Inc,949870.0,NYSE,USD,USA,MANUFACTURING,MALT BEVERAGES,December,4096703000.0,57722000.0,,0.968,80.88,0.0,0.0,-4.324,158.59,-0.0273,-0.0088,-0.0075,-0.0526,1942655000.0,797792000.0,-4.324,-0.026,-0.211,441.93,-,21.55,2.109,4.105,2.112,77.32,0.8,1097.64,315.08,364.67,451.19,10215600.0,,,
SB-P-D,0000-00-00,Preferred Stock,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),1434754.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,26.25,24.91,0.0,0.0,0.0,,,1.0
RFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNV-P-D,0000-00-00,Preferred Stock,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,18349.0,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
GBS,2022-03-31,Common Stock,GBS Inc,1725430.0,NASDAQ,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,June,8533400.0,,,,0.589,0.0,0.0,-0.502,0.14,0.0,-3.585,-0.279,-0.5770000000000001,1980500.0,1980500.0,-0.502,0.0,4.614,4.5,-,-,4.309,0.988,-,-,,5.11,0.381,0.736,1.526,14889900.0,,,
ANAC,2022-03-31,Common Stock,Arctos Northstar Acquisition Corp,1829558.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,387406000.0,,21.12,,,0.0,0.0,0.464,0.0,0.0,0.0,-0.011,0.0,0.0,0.0,0.464,0.0,0.0,,21.12,-,-,1.326,-,-,,9.95,9.62,9.8,9.76,31625000.0,,,
UPLD,2022-03-31,Common Stock,Upland Software Inc,1505155.0,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,436615000.0,44857000.0,,1.246,10.49,0.0,0.0,-1.973,10.03,-0.197,-0.0322,-0.0059,-0.187,306763000.0,202563000.0,-1.973,0.0,0.064,24.14,-,8.2,1.423,1.285,2.675,37.49,0.982,42.52,12.39,15.06,22.58,31321000.0,,,
MAXN,2022-03-31,Common Stock,Maxeon Solar Technologies Ltd,1796898.0,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,603127000.0,,,,5.58,0.0,0.0,-7.03,21.51,-0.327,-0.214,-0.111,-0.845,840943000.0,-29014000.0,-7.03,0.0,0.349,13.6,-,-,0.717,1.585,0.734,-,,25.39,7.48,12.4,14.81,44610000.0,,,
NCTY,2021-06-30,Common Stock,The9 Ltd ADR,1296774.0,NASDAQ,USD,China,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,37712300.0,,,0.0,33.69,0.0,0.0,-3.734,8.23,0.0,-2.356,-0.294,-1.873,135875000.0,-188648.0,-3.734,0.0,62.21,3.5,-,-,0.278,0.308,0.268,0.0552,1.474,21.36,1.14,2.253,6.95,23570200.0,2020-10-19,2009-01-29,
RAVE,2022-03-31,Common Stock,Rave Restaurant Group Inc,718332.0,NASDAQ,USD,USA,TRADE & SERVICES,WHOLESALE-GROCERIES & RELATED PRODUCTS,June,17104700.0,2001000.0,7.92,0.0,0.394,0.0,0.0,0.12,0.569,0.211,0.178,0.0939,0.364,10248000.0,5935000.0,0.12,0.369,0.2,2.5,7.92,-,1.669,2.237,1.048,3.769,0.7140000000000001,1.8,0.82,0.994,1.121,18004900.0,,2000-10-04,
FWAC,2022-03-31,Common Stock,Fifth Wall Acquisition Corp III,1847874.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,343647000.0,,,,0.142,0.0,0.0,-0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049,0.0,0.0,,-,-,-,-,-,-,,10.46,7.59,9.74,9.81,28407000.0,,,
GVCIU,2022-03-31,Common Stock,Green Visor Financial Technology Acquisition Corp I Unit,1858503.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,11.83,,0.003,0.0,0.0,0.8540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8540000000000001,0.0,0.0,,11.83,-,-,-,-,-,,10.29,9.91,10.08,10.12,0.0,,,5.0
SNBR,2022-03-31,Common Stock,Sleep Number Corp,827187.0,NASDAQ,USD,USA,MANUFACTURING,HOUSEHOLD FURNITURE,December,932188000.0,181154000.0,11.38,,-5.36,0.0,0.0,3.683,91.68,0.0416,0.0567,0.0876,0.0,2143823000.0,1318847000.0,3.683,-0.964,-0.072,51.0,11.38,7.94,0.435,-,0.822,9.62,1.6969999999999998,121.98,38.86,46.55,72.16,22232000.0,,,
OWL,2022-03-31,Common Stock,Blue Owl Capital Inc,1823945.0,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,December,5322582000.0,243631000.0,,,3.966,0.23,0.0319,-4.438,2.4330000000000003,-0.431,-0.947,-0.138,-0.7070000000000001,991631000.0,-673110000.0,-4.438,0.0,1.55,16.45,-,21.88,5.37,2.946,6.13,-,,17.49,9.85,12.45,13.94,407682000.0,2022-05-27,2022-05-19,
NKTR,2022-03-31,Common Stock,Nektar Therapeutics,906709.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,661273000.0,-418699008.0,,3.22,3.263,0.0,0.0,-2.664,0.5589999999999999,0.0,-4.383,-0.228,-0.613,103082000.0,77010000.0,-2.664,0.0,0.05,4.83,-,-,6.42,1.189,1.92,-,1.349,19.37,3.3,4.572,11.08,186274000.0,,,
CYBN,2021-12-31,Common Stock,Cybin Inc,1833141.0,NYSE MKT,USD,USA,TECHNOLOGY,GENERAL,March,125680000.0,,,,0.5479999999999999,0.0,0.0,-0.301,0.0,0.0,0.0,-0.413,-0.736,0.0,-311000.0,-0.301,0.0,0.0,7.04,-,-,278.25,1.303,313.59,-,,3.38,0.39,0.664,1.321,163221000.0,,,
